,Name,Prefecture,Ward,Address,Longtitude,Latitude,Junyu_num,Omutsu_num
0,和幸多摩境店,東京都,町田市,東京都町田市小山ヶ丘２丁目３−６,35.6027411889537,139.3720181286335,0,0
1,町田市成瀬コミュニティセンター,東京都,町田市,東京都町田市西成瀬２丁目４９−１,35.54357136811252,139.47274077683687,2,2
2,のがわ歯科クリニック,東京都,町田市,東京都町田市原町田２丁目５−1,35.53803459222416,139.45400655269623,0,1
3,町田市民ホール,東京都,町田市,東京都町田市森野２丁目２ 町田市民ホール,35.54652019999999,139.43956330000003,0,0
4,スターバックスコーヒー,東京都,町田市,東京都町田市原町田４丁目１１−１３,35.5421369447029,139.448920078576,0,1
5,町田市立子どもセンターまあち,東京都,町田市,東京都町田市中町１丁目３１−３３,35.5481306,139.4489234,0,0
6,町田市民病院,東京都,町田市,東京都町田市旭町２丁目１５−４１ 町田市民病院,35.55709100752143,139.43870186805725,2,3
