,Name,Prefecture,Ward,Address,Longtitude,Latitude,Junyu_num,Omutsu_num
0,葛飾区水元総合スポーツセンター体育館,東京都,葛飾区,東京都葛飾区水元１丁目２３−１,35.7817243642043,139.858697578311,1,1
1,金町保健センター,東京都,葛飾区,東京都葛飾区金町４丁目１８−１９,35.7645390850554,139.865084923804,1,0
2,四ツ木駅,東京都,葛飾区,東京都葛飾区四つ木１丁目１,35.7318352923735,139.834903366864,0,1
3,イムス東京葛飾総合病院,東京都,葛飾区,東京都葛飾区西新小岩４丁目１８−１,35.7185773786479,139.852754808962,1,2
4,上小松図書館,東京都,葛飾区,東京都葛飾区東新小岩３丁目１２−１,35.7229630856329,139.861879013479,0,1
5,西友葛飾新宿店,東京都,葛飾区,東京都葛飾区新宿４丁目１４−１７,35.7632250646567,139.861269146204,0,1
6,クッターナ,東京都,葛飾区,東京都葛飾区新小岩１丁目４４−２ クッターナ,35.7164541219596,139.857886210084,0,1
7,新小岩駅前総合クリニック,東京都,葛飾区,東京都葛飾区新小岩２丁目１ 新小岩２丁目１−１ リーフコンフォート新小岩3階,35.7170279512691,139.859607852995,0,1
8,新小岩わんぱくクリニック,東京都,葛飾区,東京都葛飾区新小岩２丁目１−１,35.7170304011957,139.859577007592,0,0
