,Name,Prefecture,Ward,Address,Longtitude,Latitude,Junyu_num,Omutsu_num
0,あきる野とうきゅう,東京都,あきる野市,東京都あきる野市秋川１丁目１７−１,35.73104356490442,139.28772635757923,2,2
1,和食よへい,東京都,あきる野市,東京都あきる野市小川３,35.72046076886317,139.31663118302822,0,1
2,あきる野市役所,東京都,あきる野市,東京都あきる野市二宮 あきる野市役所,35.7288936952698,139.294115044177,2,0
3,三ツ合鍾乳洞(秋川渓谷),東京都,あきる野市,東京都あきる野市養沢1075,35.753976944444,139.1675225,0,0
4,東京サマーランド,東京都,あきる野市,東京都あきる野市上代継600,35.7176398861316,139.276700131595,2,4
5,秋留台公園,東京都,あきる野市,東京都あきる野市二宮673-1,35.730542,139.298966,0,0
