,Name,Prefecture,Ward,Address,Longtitude,Latitude,Junyu_num,Omutsu_num
0,モスバーガー椎名町駅前店,東京都,豊島区,東京都豊島区長崎１丁目１−２２,35.7266700065565,139.69464965164664,0,1
1,南長崎スポーツセンター,東京都,豊島区,東京都豊島区南長崎４丁目１３−５,35.724788940625,139.683201313019,1,1
2,長崎健康相談所,東京都,豊島区,東京都豊島区長崎３丁目６−２４,35.7286969135703,139.688160046935,2,0
3,雑司が谷駅,東京都,豊島区,東京都豊島区雑司が谷３丁目２,35.72024300669757,139.7148433327675,0,2
4,タリーズコーヒー巣鴨地蔵通り店,東京都,豊島区,東京都豊島区巣鴨３丁目１８ ミセスファッションコトブキヤ,35.7352561,139.73540049999997,0,0
5,区民ひろば豊成,東京都,豊島区,東京都豊島区上池袋１丁目２８−７,35.7370143947925,139.721476435661,1,1
6,ねこパン,東京都,豊島区,東京都豊島区長崎２丁目１３−８,35.7280796201057,139.692706391215,0,0
7,豊島区役所,東京都,豊島区,東京都豊島区南池袋２丁目２−４５−１,35.7257734369009,139.71672154963,1,0
