,Name,Prefecture,Ward,Address,Longtitude,Latitude,Junyu_num,Omutsu_num
0,大横保健福祉センター,東京都,八王子市,東京都八王子市大横町１１−３５,35.6643785286711,139.327875673771,2,2
1,Volkswagen八王子東,東京都,八王子市,東京都八王子市大和田町大和田町２丁目２２−１６,35.6662190723846,139.35793183744,1,1
2,ことこと広場,東京都,八王子市,東京都八王子市大和田町５丁目１０ 大和田町５丁目１０-２ SHOJIビル１階,35.6636299869907,139.352787025273,0,0
3,東京医科大学八王子医療センター,東京都,八王子市,東京都八王子市館町１１６３,35.6319380114451,139.289025887847,1,1
4,すし銚子丸八王子店,東京都,八王子市,東京都八王子市台町３丁目１３−４,35.65355422727748,139.32189367711544,0,1
5,八王子総合ホール,東京都,八王子市,東京都八王子市緑町２８３−１,35.64533102735975,139.32190608233213,0,0
6,柴田産婦人科医院,東京都,八王子市,東京都八王子市横川町５１５,35.6640018071524,139.30471546947956,1,1
7,ホームセンターコーナンぐりーんうぉーく多摩店,東京都,八王子市,東京都八王子市別所２丁目５６,35.6126636295538,139.397623166442,2,1
8,創価学会八王子平和講堂,東京都,八王子市,東京都八王子市丹木町１丁目１１４−１ 創価学会八王子平和講堂,35.6904769,139.33398999999997,0,0
